complaint_id,complaint_text,fault_name,obd_code,fault_category
C1304,Can someone check the compressor and freon in cold weather.,Air Conditioning Failure,P0533,HVAC
C1305,I have a problem with compressor and warm air while driving.,Air Conditioning Failure,P0533,HVAC
C1306,My car has compressor and cool when I start the car.,Air Conditioning Failure,P0533,HVAC
C1307,Experiencing compressor and hvac on the highway.,Air Conditioning Failure,P0533,HVAC
C1308,Noticed that compressor and vent in the morning.,Air Conditioning Failure,P0533,HVAC
C1309,The mechanic said compressor and blows hot recently.,Air Conditioning Failure,P0533,HVAC
C1310,Dashboard shows compressor and condenser and it is getting worse.,Air Conditioning Failure,P0533,HVAC
C1311,Warning light for compressor and no cold air which is dangerous.,Air Conditioning Failure,P0533,HVAC
C1312,Lately my vehicle has compressor and ac clutch every time I drive.,Air Conditioning Failure,P0533,HVAC
C1313,There is an issue with compressor and blower motor,Air Conditioning Failure,P0533,HVAC
C1314,I am worried about refrigerant and air conditioning after it rains.,Air Conditioning Failure,P0533,HVAC
C1315,Seems like refrigerant and ac during long trips.,Air Conditioning Failure,P0533,HVAC
C1316,Hearing some noises regarding refrigerant and compressor at low speeds.,Air Conditioning Failure,P0533,HVAC
C1317,Just started noticing refrigerant and freon when braking.,Air Conditioning Failure,P0533,HVAC
C1318,Driving feels bad due to refrigerant and warm air when accelerating.,Air Conditioning Failure,P0533,HVAC
C1319,Can someone check the refrigerant and cool in cold weather.,Air Conditioning Failure,P0533,HVAC
C1320,I have a problem with refrigerant and hvac while driving.,Air Conditioning Failure,P0533,HVAC
C1321,My car has refrigerant and vent when I start the car.,Air Conditioning Failure,P0533,HVAC
C1322,Experiencing refrigerant and blows hot on the highway.,Air Conditioning Failure,P0533,HVAC
C1323,Noticed that refrigerant and condenser in the morning.,Air Conditioning Failure,P0533,HVAC
C1324,The mechanic said refrigerant and no cold air recently.,Air Conditioning Failure,P0533,HVAC
C1325,Dashboard shows refrigerant and ac clutch and it is getting worse.,Air Conditioning Failure,P0533,HVAC
C1326,Warning light for refrigerant and blower motor which is dangerous.,Air Conditioning Failure,P0533,HVAC
C1327,Lately my vehicle has freon and air conditioning every time I drive.,Air Conditioning Failure,P0533,HVAC
C1328,There is an issue with freon and ac,Air Conditioning Failure,P0533,HVAC
C1329,I am worried about freon and compressor after it rains.,Air Conditioning Failure,P0533,HVAC
C1330,Seems like freon and refrigerant during long trips.,Air Conditioning Failure,P0533,HVAC
C1331,Hearing some noises regarding freon and warm air at low speeds.,Air Conditioning Failure,P0533,HVAC
C1332,Just started noticing freon and cool when braking.,Air Conditioning Failure,P0533,HVAC
C1333,Driving feels bad due to freon and hvac when accelerating.,Air Conditioning Failure,P0533,HVAC
C1334,Can someone check the freon and vent in cold weather.,Air Conditioning Failure,P0533,HVAC
C1335,I have a problem with freon and blows hot while driving.,Air Conditioning Failure,P0533,HVAC
C1336,My car has freon and condenser when I start the car.,Air Conditioning Failure,P0533,HVAC
C1337,Experiencing freon and no cold air on the highway.,Air Conditioning Failure,P0533,HVAC
C1338,Noticed that freon and ac clutch in the morning.,Air Conditioning Failure,P0533,HVAC
C1339,The mechanic said freon and blower motor recently.,Air Conditioning Failure,P0533,HVAC
C1340,Dashboard shows warm air and air conditioning and it is getting worse.,Air Conditioning Failure,P0533,HVAC
C1341,Warning light for warm air and ac which is dangerous.,Air Conditioning Failure,P0533,HVAC
C1342,Lately my vehicle has warm air and compressor every time I drive.,Air Conditioning Failure,P0533,HVAC
C1343,There is an issue with warm air and refrigerant,Air Conditioning Failure,P0533,HVAC
C1344,I am worried about warm air and freon after it rains.,Air Conditioning Failure,P0533,HVAC
C1345,Seems like warm air and cool during long trips.,Air Conditioning Failure,P0533,HVAC
C1346,Hearing some noises regarding warm air and hvac at low speeds.,Air Conditioning Failure,P0533,HVAC
C1347,Just started noticing warm air and vent when braking.,Air Conditioning Failure,P0533,HVAC
C1348,Driving feels bad due to warm air and blows hot when accelerating.,Air Conditioning Failure,P0533,HVAC
C1349,Can someone check the warm air and condenser in cold weather.,Air Conditioning Failure,P0533,HVAC
C1350,I have a problem with warm air and no cold air while driving.,Air Conditioning Failure,P0533,HVAC
C1351,My car has warm air and ac clutch when I start the car.,Air Conditioning Failure,P0533,HVAC
C1352,Experiencing warm air and blower motor on the highway.,Air Conditioning Failure,P0533,HVAC
C1353,Noticed that cool and air conditioning in the morning.,Air Conditioning Failure,P0533,HVAC
C1354,The mechanic said cool and ac recently.,Air Conditioning Failure,P0533,HVAC
C1355,Dashboard shows cool and compressor and it is getting worse.,Air Conditioning Failure,P0533,HVAC
C1356,Warning light for cool and refrigerant which is dangerous.,Air Conditioning Failure,P0533,HVAC
C1357,Lately my vehicle has cool and freon every time I drive.,Air Conditioning Failure,P0533,HVAC
C1358,There is an issue with cool and warm air,Air Conditioning Failure,P0533,HVAC
C1359,I am worried about cool and hvac after it rains.,Air Conditioning Failure,P0533,HVAC
C1360,Seems like cool and vent during long trips.,Air Conditioning Failure,P0533,HVAC
C1361,Hearing some noises regarding cool and blows hot at low speeds.,Air Conditioning Failure,P0533,HVAC
C1362,Just started noticing cool and condenser when braking.,Air Conditioning Failure,P0533,HVAC
C1363,Driving feels bad due to cool and no cold air when accelerating.,Air Conditioning Failure,P0533,HVAC
C1364,Can someone check the cool and ac clutch in cold weather.,Air Conditioning Failure,P0533,HVAC
C1365,I have a problem with cool and blower motor while driving.,Air Conditioning Failure,P0533,HVAC
C1366,My car has hvac and air conditioning when I start the car.,Air Conditioning Failure,P0533,HVAC
C1367,Experiencing hvac and ac on the highway.,Air Conditioning Failure,P0533,HVAC
C1368,Noticed that hvac and compressor in the morning.,Air Conditioning Failure,P0533,HVAC
C1369,The mechanic said hvac and refrigerant recently.,Air Conditioning Failure,P0533,HVAC
C1370,Dashboard shows hvac and freon and it is getting worse.,Air Conditioning Failure,P0533,HVAC
C1371,Warning light for hvac and warm air which is dangerous.,Air Conditioning Failure,P0533,HVAC
C1372,Lately my vehicle has hvac and cool every time I drive.,Air Conditioning Failure,P0533,HVAC
C1373,There is an issue with hvac and vent,Air Conditioning Failure,P0533,HVAC
C1374,I am worried about hvac and blows hot after it rains.,Air Conditioning Failure,P0533,HVAC
C1375,Seems like hvac and condenser during long trips.,Air Conditioning Failure,P0533,HVAC
C1376,Hearing some noises regarding hvac and no cold air at low speeds.,Air Conditioning Failure,P0533,HVAC
C1377,Just started noticing hvac and ac clutch when braking.,Air Conditioning Failure,P0533,HVAC
C1378,Driving feels bad due to hvac and blower motor when accelerating.,Air Conditioning Failure,P0533,HVAC
C1379,Can someone check the vent and air conditioning in cold weather.,Air Conditioning Failure,P0533,HVAC
C1380,I have a problem with vent and ac while driving.,Air Conditioning Failure,P0533,HVAC
C1381,My car has vent and compressor when I start the car.,Air Conditioning Failure,P0533,HVAC
C1382,Experiencing vent and refrigerant on the highway.,Air Conditioning Failure,P0533,HVAC
C1383,Noticed that vent and freon in the morning.,Air Conditioning Failure,P0533,HVAC
C1384,The mechanic said vent and warm air recently.,Air Conditioning Failure,P0533,HVAC
C1385,Dashboard shows vent and cool and it is getting worse.,Air Conditioning Failure,P0533,HVAC
C1386,Warning light for vent and hvac which is dangerous.,Air Conditioning Failure,P0533,HVAC
C1387,Lately my vehicle has vent and blows hot every time I drive.,Air Conditioning Failure,P0533,HVAC
C1388,There is an issue with vent and condenser,Air Conditioning Failure,P0533,HVAC
C1389,I am worried about vent and no cold air after it rains.,Air Conditioning Failure,P0533,HVAC
C1390,Seems like vent and ac clutch during long trips.,Air Conditioning Failure,P0533,HVAC
C1391,Hearing some noises regarding vent and blower motor at low speeds.,Air Conditioning Failure,P0533,HVAC
C1392,Just started noticing blows hot and air conditioning when braking.,Air Conditioning Failure,P0533,HVAC
C1393,Driving feels bad due to blows hot and ac when accelerating.,Air Conditioning Failure,P0533,HVAC
C1394,Can someone check the blows hot and compressor in cold weather.,Air Conditioning Failure,P0533,HVAC
C1395,I have a problem with blows hot and refrigerant while driving.,Air Conditioning Failure,P0533,HVAC
C1396,My car has blows hot and freon when I start the car.,Air Conditioning Failure,P0533,HVAC
C1397,Experiencing blows hot and warm air on the highway.,Air Conditioning Failure,P0533,HVAC
C1398,Noticed that blows hot and cool in the morning.,Air Conditioning Failure,P0533,HVAC
C1399,The mechanic said blows hot and hvac recently.,Air Conditioning Failure,P0533,HVAC
C1400,Dashboard shows blows hot and vent and it is getting worse.,Air Conditioning Failure,P0533,HVAC
C1401,Warning light for blows hot and condenser which is dangerous.,Air Conditioning Failure,P0533,HVAC
C1402,Lately my vehicle has blows hot and no cold air every time I drive.,Air Conditioning Failure,P0533,HVAC
C1403,There is an issue with blows hot and ac clutch,Air Conditioning Failure,P0533,HVAC
C1404,I am worried about blows hot and blower motor after it rains.,Air Conditioning Failure,P0533,HVAC
C1405,Seems like condenser and air conditioning during long trips.,Air Conditioning Failure,P0533,HVAC
C1406,Hearing some noises regarding condenser and ac at low speeds.,Air Conditioning Failure,P0533,HVAC
C1407,Just started noticing condenser and compressor when braking.,Air Conditioning Failure,P0533,HVAC
C1408,Driving feels bad due to condenser and refrigerant when accelerating.,Air Conditioning Failure,P0533,HVAC
C1409,Can someone check the condenser and freon in cold weather.,Air Conditioning Failure,P0533,HVAC
C1410,I have a problem with condenser and warm air while driving.,Air Conditioning Failure,P0533,HVAC
C1411,My car has condenser and cool when I start the car.,Air Conditioning Failure,P0533,HVAC
C1412,Experiencing condenser and hvac on the highway.,Air Conditioning Failure,P0533,HVAC
C1413,Noticed that condenser and vent in the morning.,Air Conditioning Failure,P0533,HVAC
C1414,The mechanic said condenser and blows hot recently.,Air Conditioning Failure,P0533,HVAC
C1415,Dashboard shows condenser and no cold air and it is getting worse.,Air Conditioning Failure,P0533,HVAC
C1416,Warning light for condenser and ac clutch which is dangerous.,Air Conditioning Failure,P0533,HVAC
C1417,Lately my vehicle has condenser and blower motor every time I drive.,Air Conditioning Failure,P0533,HVAC
C1418,There is an issue with no cold air and air conditioning,Air Conditioning Failure,P0533,HVAC
C1419,I am worried about no cold air and ac after it rains.,Air Conditioning Failure,P0533,HVAC
C1420,Seems like no cold air and compressor during long trips.,Air Conditioning Failure,P0533,HVAC
C1421,Hearing some noises regarding no cold air and refrigerant at low speeds.,Air Conditioning Failure,P0533,HVAC
C1422,Just started noticing no cold air and freon when braking.,Air Conditioning Failure,P0533,HVAC
C1423,Driving feels bad due to no cold air and warm air when accelerating.,Air Conditioning Failure,P0533,HVAC
C1424,Can someone check the no cold air and cool in cold weather.,Air Conditioning Failure,P0533,HVAC
